Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
2024-12-14 00:00:00,Bradley Davis,Erica Fitzgerald,Nissan,Civic,2010,31937,0.0548402875602947,1751.43
2025-01-19 00:00:00,Isaac Bell,David Carter,Nissan,Altima,2015,26106,0.0699822388782365,1826.96
2024-11-04 00:00:00,Kenneth Barnes,Jennifer Stuart,Chevrolet,Corolla,2014,42631,0.1000514280547622,4265.29
2025-03-06 00:00:00,Angela Gonzalez,Anthony Hall,Ford,Silverado,2013,34350,0.1331756336771176,4574.58
2025-02-03 00:00:00,Erika Miller,Jody Bradford,Honda,F-150,2010,25985,0.1020102279120602,2650.74
2025-06-30 00:00:00,Arthur Noble,Andrea Owens,Nissan,Civic,2014,20801,0.0706484049337114,1469.56
2025-07-29 00:00:00,Jeff Hernandez,Danielle Wallace,Toyota,Silverado,2015,21853,0.0945926675481359,2067.13
2024-11-23 00:00:00,Duane Saunders,Dennis Ross,Ford,Corolla,2011,13020,0.1340757480312146,1745.67
2024-11-29 00:00:00,Patricia Gates,Crystal Green,Ford,Corolla,2016,30934,0.053293130484446,1648.57
2024-11-26 00:00:00,Erica Parrish,Anita Mitchell DDS,Chevrolet,F-150,2017,29340,0.0918720578300689,2695.53
2025-08-09 00:00:00,Steven Snyder,Shelly Crane,Toyota,Altima,2020,33434,0.0945964729504152,3162.74
2025-07-19 00:00:00,James Mccoy,Lawrence Wright,Ford,Silverado,2013,20182,0.0599202259079905,1209.31
2025-01-14 00:00:00,Cynthia Salas,Leslie Reed,Ford,Altima,2015,28140,0.0853714712221706,2402.35
2025-07-10 00:00:00,Breanna Marquez,Clayton Hale,Honda,Silverado,2016,48639,0.1420497416669365,6909.16
2024-11-23 00:00:00,Tyler Thompson,Theresa Jimenez,Ford,Civic,2019,15857,0.1378594066070847,2186.04
2025-07-01 00:00:00,Stephen Barnes,Kimberly Wright,Chevrolet,Altima,2014,22289,0.057402778240341,1279.45
2025-07-01 00:00:00,Matthew Harmon MD,Charles Fields,Nissan,Corolla,2012,12970,0.0681885465107471,884.41
2024-12-02 00:00:00,Aaron Lee,Robert Price,Honda,Civic,2013,38755,0.1038344564954366,4024.1
2025-08-04 00:00:00,Paul Gonzales,Colleen Parrish,Ford,Silverado,2012,44593,0.0753937298954752,3362.03
2025-01-11 00:00:00,Robin Gentry,Matthew Daniel,Chevrolet,Altima,2012,10834,0.1353573167682234,1466.46
2025-02-03 00:00:00,Caroline Palmer,Matthew Thomas,Honda,Civic,2021,13039,0.132265736138771,1724.61
2025-04-23 00:00:00,Jonathan Owens,Derrick Bowers,Toyota,Corolla,2013,23505,0.1359378987535987,3195.22
2025-07-14 00:00:00,Susan Sims,Jasmine Robbins,Nissan,Civic,2021,33342,0.0749374494104909,2498.56
2025-07-28 00:00:00,Eric Joseph,Robert Thomas,Nissan,Altima,2018,35706,0.0517590891602154,1848.11
2025-01-01 00:00:00,Dakota Lopez,Melissa Foley,Chevrolet,Corolla,2019,39793,0.1089082239562363,4333.78
2025-02-08 00:00:00,Christian Clark,Thomas Reyes,Honda,Civic,2022,34486,0.064173770767907,2213.1
2025-02-13 00:00:00,Elizabeth Smith,Mr. Billy Thomas,Ford,Altima,2013,36533,0.0900235814407108,3288.83
2025-03-20 00:00:00,Megan Beck,Joshua Pruitt,Toyota,Corolla,2014,30613,0.1282046670067201,3924.73
2025-05-05 00:00:00,Jamie Gonzalez,Cole Robertson,Ford,F-150,2016,41068,0.1087494747470425,4466.12
2025-01-21 00:00:00,Andrea Carpenter,Adrian Stein DDS,Chevrolet,Corolla,2014,48685,0.1216511755514039,5922.59
2025-08-21 00:00:00,Patricia Sanchez,Michelle Gray,Ford,Silverado,2022,47822,0.1127389422648629,5391.4
2025-01-27 00:00:00,Angela Davis,Christine Hamilton,Nissan,Corolla,2013,36079,0.0809546813546881,2920.76
2025-06-09 00:00:00,John Mcdonald,David Mullins,Ford,F-150,2015,35964,0.0744803244894348,2678.61
2024-12-25 00:00:00,Christina Nichols,Kelly Nichols,Honda,Silverado,2022,48400,0.0512547479304222,2480.73
2025-03-29 00:00:00,Matthew Bishop,Martin Green,Ford,Corolla,2016,18302,0.1031474480218887,1887.8
2025-07-13 00:00:00,Karla Pineda,Mary Hudson,Ford,Corolla,2021,37324,0.1099168132693932,4102.54
2025-03-19 00:00:00,Tanya Walls,Donald Berg,Ford,F-150,2019,46529,0.0791507116623768,3682.8
2025-01-10 00:00:00,Mary Williams,Katherine Hall,Ford,Silverado,2017,36643,0.1146419507349183,4200.83
2024-11-14 00:00:00,Christopher Lyons,Daniel Clark,Chevrolet,F-150,2015,29711,0.0769309813622819,2285.7
2025-07-30 00:00:00,Jamie Mack,Dawn Murray,Ford,Silverado,2018,35102,0.0841975789632268,2955.5
2025-03-12 00:00:00,Amanda Stein,Richard Beltran,Toyota,Civic,2010,30882,0.147611163109516,4558.53
2024-12-22 00:00:00,Melissa Green,Phillip Rice,Nissan,Civic,2016,10514,0.1176338440618675,1236.8
2025-05-26 00:00:00,Patty Valdez,Cynthia Benitez,Ford,Civic,2020,13043,0.1377082350718324,1796.13
2025-04-14 00:00:00,Suzanne Hicks,David Johnson,Honda,Silverado,2018,19020,0.0711878886934166,1353.99
2025-01-16 00:00:00,Kevin Butler,Mrs. Audrey Salazar,Nissan,Corolla,2022,15065,0.0504197955546455,759.57
2025-07-30 00:00:00,Stephanie Adams,Cynthia Rivera,Honda,Altima,2014,31579,0.1153238301123582,3641.81
2025-07-31 00:00:00,Thomas Newton,Jessica Bernard,Honda,F-150,2019,26271,0.1214747208688566,3191.26
2025-04-27 00:00:00,Andrea Perkins,Christian Reyes,Toyota,Civic,2015,47167,0.1202858222117377,5673.52
2025-08-07 00:00:00,Sandra Mclean,Christopher Sharp,Ford,Silverado,2014,15992,0.0846209741127967,1353.26
2025-03-10 00:00:00,Marvin Watson,Anthony Parker,Toyota,F-150,2014,49777,0.0759783797201512,3781.98
2024-12-28 00:00:00,Thomas Mcpherson,Paula Carter,Nissan,Silverado,2019,42313,0.1073653779233211,4542.95
2025-06-27 00:00:00,Justin Roberts,Tara Hogan,Chevrolet,Civic,2013,24977,0.0540364803124179,1349.67
2025-04-23 00:00:00,Jacob Green,Michael Rodriguez,Chevrolet,Civic,2014,23120,0.1303608716286865,3013.94
2025-03-28 00:00:00,Kristin Melton,Karina Christensen,Nissan,F-150,2011,31812,0.0788584291997487,2508.64
2025-06-26 00:00:00,Robyn Nguyen,Harold Fischer,Toyota,Corolla,2017,30773,0.1452612923306751,4470.13
2025-03-14 00:00:00,Charles Graves,Stephen Hunter,Chevrolet,Corolla,2017,49999,0.1029895142920052,5149.37
2025-03-19 00:00:00,Veronica Green,Veronica Bailey,Toyota,Corolla,2017,27341,0.0857162677839078,2343.57
2024-12-13 00:00:00,Jacqueline Mckay,Renee Brown,Nissan,Silverado,2018,17140,0.067150065741525,1150.95
2025-06-28 00:00:00,Holly Owens,Bruce Robinson,Ford,Corolla,2010,39595,0.0785288557263526,3109.35
2024-12-09 00:00:00,Nathan Zimmerman,Brandy Oneill,Chevrolet,F-150,2020,40245,0.0578522958405464,2328.27
2025-04-26 00:00:00,Charles Robinson,Elizabeth Medina,Ford,F-150,2016,26531,0.140680553906342,3732.4
2025-04-16 00:00:00,Matthew Mcintyre,Michael Armstrong,Ford,Silverado,2014,45735,0.0882950557187888,4038.17
2025-03-21 00:00:00,Ronald Johnson,Clinton Medina,Nissan,Altima,2014,34044,0.1073185623643366,3653.55
2025-05-14 00:00:00,Amy Mccarthy,Stephanie Rodriguez,Ford,F-150,2020,12277,0.1492645464452521,1832.52
2025-02-11 00:00:00,Michael Butler,Daniel Mendez,Honda,Silverado,2019,26270,0.1089761985450886,2862.8
2025-03-29 00:00:00,Beverly Stephens,Tracy Clark,Nissan,Altima,2016,39669,0.1440001760794055,5712.34
2024-12-13 00:00:00,Jack Kirk,Justin Mason,Chevrolet,Civic,2017,17700,0.0699986988891892,1238.98
2025-08-13 00:00:00,Carlos Pierce,Robert Hill,Honda,Corolla,2022,39277,0.1070634026423746,4205.13
2024-12-23 00:00:00,Gregory Tran,Emily Kim,Chevrolet,Civic,2019,16261,0.0768573224124664,1249.78
2025-05-25 00:00:00,Linda Collins,Taylor Melton,Ford,Altima,2013,37421,0.1144838850504429,4284.1
2025-06-11 00:00:00,Patrick Williams,Dr. David Wood,Honda,Silverado,2014,20439,0.0861661359020972,1761.15
2025-07-15 00:00:00,Tiffany Castillo,Audrey Page,Toyota,Silverado,2017,47532,0.0542281519532407,2577.57
2025-03-09 00:00:00,Mitchell Wright,Guy Nichols,Chevrolet,Silverado,2019,28173,0.1324869197846178,3732.55
2024-12-01 00:00:00,Connie Fisher,Brian Shaffer,Chevrolet,Silverado,2018,45909,0.0851504814849554,3909.17
2025-06-14 00:00:00,Jerry Sims,Catherine Graham,Honda,F-150,2020,46099,0.1115007157794274,5140.07
2025-02-11 00:00:00,Crystal Mathis,Nicholas Huang,Honda,Altima,2011,43957,0.0754497380473927,3316.54
2024-12-08 00:00:00,John Salinas,Kim Diaz,Ford,Altima,2018,20611,0.0954769943698348,1967.88
2025-06-06 00:00:00,Isaiah Taylor,Catherine Hernandez,Ford,Corolla,2013,36499,0.0948183293388817,3460.77
2025-08-15 00:00:00,Justin Poole,Emily Kirby,Ford,Corolla,2021,35035,0.1479353454094856,5182.91
2025-08-12 00:00:00,Tamara Pennington,Holly Wright,Ford,Civic,2015,20048,0.1357427746144959,2721.37
2025-01-30 00:00:00,Elizabeth Stewart,Samantha Martinez,Honda,F-150,2011,11288,0.0503499557623144,568.35
2025-01-17 00:00:00,Kathleen Rivers,Krystal Smith,Nissan,Altima,2013,41051,0.1121942428475472,4605.69
2025-08-11 00:00:00,Julie Duncan MD,Philip Nelson,Honda,Silverado,2021,36347,0.0987897101294398,3590.71
2025-06-09 00:00:00,Donna Pruitt,April Shah,Toyota,Corolla,2022,44758,0.1166934152660391,5222.96
2025-06-17 00:00:00,Jennifer Ibarra,Shelia Callahan,Honda,F-150,2016,10534,0.1036030296201691,1091.35
2025-05-24 00:00:00,Mrs. Heather Hays,Brian Ward,Toyota,Altima,2020,26113,0.1284005076501393,3352.92
2025-05-19 00:00:00,Ryan Barnes,James Bradley,Nissan,Silverado,2015,31467,0.0727681071855364,2289.79
2025-06-09 00:00:00,Ashley Little,Adam Kennedy,Honda,Altima,2021,21840,0.0733781166790241,1602.58
2025-07-17 00:00:00,Kayla Lucas,Lisa Watson,Chevrolet,Civic,2019,24841,0.1463847541027145,3636.34
2024-12-24 00:00:00,Aaron Wilson,Sylvia Cunningham MD,Chevrolet,F-150,2010,24452,0.1401199340878048,3426.21
2024-12-10 00:00:00,Jason Johnston,Angela Pierce,Toyota,Silverado,2018,46556,0.0935081776236064,4353.37
2025-01-30 00:00:00,Michelle James,Claire Schmidt,Chevrolet,F-150,2017,21919,0.0663528180117685,1454.39
2025-04-27 00:00:00,Diane Good,Jaime Parrish,Nissan,Civic,2010,49867,0.0983114951377941,4902.5
2025-07-15 00:00:00,Laura Wagner,Sabrina Torres,Chevrolet,Civic,2018,29268,0.1022471076864034,2992.57
2024-11-21 00:00:00,Jasmine Smith,Jessica Barker,Honda,F-150,2015,24089,0.0699673683468171,1685.44
2024-12-17 00:00:00,Gabriela Adams,Ryan Cooper,Chevrolet,Civic,2016,11217,0.0838922867617517,941.02
2025-06-09 00:00:00,Lauren Patrick,Robert Gomez,Nissan,F-150,2020,24265,0.1003192930558843,2434.25
2024-11-19 00:00:00,Scott Hayden,Henry Smith,Toyota,Corolla,2014,34580,0.0595642602320306,2059.73
2025-07-14 00:00:00,David Hunter,Crystal Jones,Toyota,Corolla,2016,22852,0.1477690936872062,3376.82
2025-01-03 00:00:00,Michelle Powell,Savannah Foster,Nissan,Altima,2010,13339,0.1427214350892865,1903.76
2025-04-01 00:00:00,Dana Lloyd,Michelle Rose,Ford,Civic,2015,17495,0.0798003458342309,1396.11
2024-11-08 00:00:00,Alexis Nichols,Toni Edwards,Toyota,Silverado,2022,47649,0.0812376137197106,3870.89
2025-07-16 00:00:00,Casey Chapman,Troy Martinez,Ford,Civic,2012,43192,0.1046985058936524,4522.14
2025-04-06 00:00:00,Michael Arnold,Seth Owens,Nissan,Corolla,2012,17471,0.0680279766859354,1188.52
2025-04-07 00:00:00,Zachary Harvey,Charles Wilson,Nissan,Corolla,2021,20010,0.0715126722847323,1430.97
2025-01-12 00:00:00,Jerry Dodson,Joseph Serrano,Honda,Silverado,2017,37478,0.1462112749636918,5479.71
2025-06-07 00:00:00,Brian Stevenson,Matthew Myers,Honda,Civic,2016,35433,0.0604753039930398,2142.82
2024-12-03 00:00:00,Jennifer Lopez,Alan Brown,Chevrolet,Civic,2012,37732,0.0992139282920632,3743.54
2025-08-13 00:00:00,Julian Smith,Cassandra Dennis,Chevrolet,Altima,2014,14449,0.1249516826664962,1805.43
2025-04-02 00:00:00,Kevin Mahoney,Wendy Strickland,Nissan,F-150,2020,10986,0.093837875503808,1030.9
2025-03-23 00:00:00,Rodney Flores,Alan Krueger,Toyota,Altima,2014,34179,0.0577604078646608,1974.19
2025-07-18 00:00:00,Matthew Torres,Alejandro Berry,Toyota,F-150,2019,32665,0.0914087017241486,2985.87
2025-02-06 00:00:00,Michael Foster,Francisco Baird,Nissan,Corolla,2010,49516,0.0886687222143251,4390.52
2024-11-22 00:00:00,Mary Burch,Pedro Morgan,Ford,F-150,2013,16000,0.1042306481073189,1667.69
2025-02-25 00:00:00,Daniel Mejia,James Jones,Nissan,Corolla,2013,35541,0.0738671552847618,2625.31
2025-05-21 00:00:00,Susan Gomez,Troy Salazar,Toyota,Corolla,2014,32850,0.1253566142448616,4117.96
2025-08-19 00:00:00,Carol Alvarado,Tracy Williams,Honda,Corolla,2013,45492,0.1143618040067397,5202.55
2025-06-26 00:00:00,Stephen Deleon,Tiffany Flores,Nissan,Corolla,2022,42055,0.1070449750932358,4501.78
2025-02-02 00:00:00,Jeffery Huber,Cameron Bush,Honda,F-150,2018,10296,0.1232769315920338,1269.26
2025-01-26 00:00:00,Gary Watson,Cheryl Chapman MD,Ford,Altima,2014,35846,0.0940189336293591,3370.2
2025-04-28 00:00:00,William Walls,Jacob Bass,Ford,Silverado,2011,12653,0.132106772681795,1671.55
2025-05-09 00:00:00,Kenneth Taylor,Ryan Spears,Chevrolet,Altima,2022,30301,0.1271122082084119,3851.63
2025-01-14 00:00:00,Mario Hart,Mary Castillo,Chevrolet,Silverado,2010,20645,0.1465278729946415,3025.07
2025-01-30 00:00:00,Valerie King,Christian Blackburn,Ford,F-150,2016,13663,0.056791512251525,775.94
2025-05-31 00:00:00,Traci Shah,Tonya Davis,Ford,Altima,2020,37086,0.1410154810679747,5229.7
2025-04-13 00:00:00,Amanda Martin,Cody Johnson,Ford,Civic,2011,43020,0.0958771324429926,4124.63
2025-05-29 00:00:00,Courtney Lara,Sue Williams,Toyota,Silverado,2016,28207,0.1001562713303746,2825.11
2025-03-03 00:00:00,Peter Hensley,Kimberly Santiago,Ford,F-150,2012,49777,0.0831469340889658,4138.8
2025-01-13 00:00:00,William Moore,Joann Thompson,Chevrolet,Civic,2011,16037,0.1209427270323456,1939.56
2025-06-10 00:00:00,Michael Wong,Lisa Daniel,Toyota,Altima,2018,41390,0.1445722372597042,5983.84
2025-07-05 00:00:00,Jill Huang,Tracy Floyd,Chevrolet,F-150,2022,35455,0.119651479724643,4242.24
2025-02-03 00:00:00,Sherri Henderson,Sophia Carr,Chevrolet,Altima,2019,14976,0.0702006124501313,1051.32
2025-02-19 00:00:00,Jose Bowers,Brent Williams,Ford,F-150,2014,17568,0.0832779516832468,1463.03
2025-03-06 00:00:00,Kathy King,Stephanie Johnson,Ford,Silverado,2011,19524,0.0743487900973729,1451.59
2025-01-25 00:00:00,Cassandra Griffin,Ashley Ellis,Chevrolet,Silverado,2018,46285,0.0974863446368511,4512.16
2025-07-27 00:00:00,Melvin Smith,Taylor Cabrera,Chevrolet,Civic,2020,34220,0.1437572873993735,4919.37
2025-06-11 00:00:00,Jesse Johnson,Anna Lowe,Ford,Altima,2010,45871,0.053782062208247,2467.04
2024-11-07 00:00:00,Steven Horton,Elizabeth Estrada,Ford,Corolla,2022,17397,0.1345433553310772,2340.65
2025-03-15 00:00:00,Melissa Adams,Barbara Baker DDS,Toyota,Altima,2018,33072,0.1050770056968377,3475.11
2025-02-15 00:00:00,Lori Holmes,Anna Kelly,Honda,Corolla,2011,45042,0.1494778932192484,6732.78
2025-01-28 00:00:00,Travis Smith,Kayla Moran,Nissan,Corolla,2013,12869,0.0843182860734283,1085.09
2025-04-07 00:00:00,Richard Williams,Joseph Smith,Ford,F-150,2016,35601,0.135573078880945,4826.54
2025-04-27 00:00:00,Donald Khan,Nichole Jacobs,Honda,Altima,2013,43389,0.1248995063374705,5419.26
2025-06-04 00:00:00,Holly Mckinney MD,Michelle Thompson,Toyota,Silverado,2021,32992,0.0609362227505122,2010.41
2025-07-13 00:00:00,Connie Parker,Mike Boyle,Ford,Civic,2019,27177,0.1029419788518963,2797.65
2025-04-19 00:00:00,Brandon Hayden,Samantha Ramirez,Chevrolet,Altima,2017,43980,0.098874224854813,4348.49
2024-12-28 00:00:00,Emily Hill,Dominic Rodriguez,Ford,F-150,2016,22804,0.1380299724066363,3147.64
2024-12-29 00:00:00,Devin Malone,Diane Garcia,Ford,Altima,2016,14338,0.088654389564559,1271.13
2025-04-03 00:00:00,Julie Edwards,Sandra Washington,Nissan,Civic,2012,28809,0.1487415138274225,4285.09
2024-11-05 00:00:00,Nicole Smith,Lawrence Lewis,Nissan,F-150,2021,20235,0.0864358035608586,1749.03
2025-08-22 00:00:00,Sara Smith,Nicholas Hicks,Toyota,Silverado,2018,45839,0.0801958660051739,3676.1
2025-04-09 00:00:00,William Myers,Manuel Collins,Nissan,Corolla,2012,33355,0.0639752310147439,2133.89
2024-12-08 00:00:00,Ashley Ross,Nicole Willis,Toyota,Corolla,2020,27539,0.053760038401446,1480.5
2025-02-06 00:00:00,Mrs. Brandi Johnson,Richard Meadows,Chevrolet,Altima,2016,11272,0.0575240836876025,648.41
2025-07-30 00:00:00,William Potter,David Smith,Honda,Civic,2010,31209,0.1279958345476331,3994.62
2025-04-30 00:00:00,David Lam,Chelsea Hughes,Ford,Civic,2022,44724,0.128669369402096,5754.61
2025-04-22 00:00:00,Jennifer Maldonado,Erika Gomez,Honda,Altima,2021,19820,0.1233745812509618,2445.28
2025-03-10 00:00:00,Kelly Mcmahon,Michael Barry,Honda,Silverado,2010,26685,0.1217141613443561,3247.94
2025-05-24 00:00:00,Chelsea Callahan,Erika Brady,Chevrolet,F-150,2012,29373,0.1220375933059724,3584.61
2025-03-21 00:00:00,Michael Melton,April Robinson,Chevrolet,F-150,2010,48247,0.1060840615957826,5118.24
2025-03-13 00:00:00,Edward Bradley,Tiffany Daniels,Toyota,Corolla,2013,38957,0.0671749991726037,2616.94
2025-06-18 00:00:00,Sherry Fuller DDS,Donald Golden,Honda,Altima,2016,19918,0.1457631654794505,2903.31
2025-03-28 00:00:00,William Sanchez,Sandra Mann,Toyota,Civic,2012,30931,0.0906968532979386,2805.34
2025-06-30 00:00:00,Michael Martinez,Nicole Richard,Honda,Civic,2015,10169,0.0633746873317394,644.46
2025-02-23 00:00:00,Nancy Hill,Morgan Taylor,Nissan,Civic,2018,14028,0.0793512310520756,1113.14
2024-11-22 00:00:00,William Holland,Steven Adams,Nissan,Civic,2014,48138,0.0828232236115466,3986.94
2025-05-07 00:00:00,Cassandra Mcintyre,Sherry Powell,Ford,Silverado,2017,29241,0.0801552306371843,2343.82
2024-12-08 00:00:00,Laura Stewart,Chelsea Burns,Ford,Corolla,2012,21145,0.0537678479588,1136.92
2025-06-03 00:00:00,Matthew Waters,Angel Anderson,Chevrolet,Corolla,2017,36720,0.0608071098122911,2232.84
2024-12-21 00:00:00,Courtney Mason,Christina Reese,Toyota,Corolla,2010,15954,0.0751068775781591,1198.26
2024-11-09 00:00:00,Alexander Dillon,Randy Foster,Honda,F-150,2019,19593,0.1347189876185675,2639.55
2025-07-13 00:00:00,Joseph Meadows,Mr. Andrew Barr PhD,Ford,Silverado,2011,23152,0.1236665779593299,2863.13
2025-01-31 00:00:00,Tyler Haynes,David Valenzuela,Ford,F-150,2015,48152,0.128920543385518,6207.78
2025-07-13 00:00:00,Ryan Friedman,Michelle Weaver,Toyota,Silverado,2014,33691,0.116526475991648,3925.89
2025-03-09 00:00:00,Benjamin Gates,Andrea Marshall,Ford,Altima,2021,41616,0.066090330242919,2750.42
2025-04-12 00:00:00,Scott Miller,Joseph Marshall,Chevrolet,Civic,2019,47438,0.1382305364275011,6557.38
2025-02-28 00:00:00,Kevin Brown,Timothy Howard,Nissan,Altima,2011,49697,0.1251652752875744,6220.34
2024-12-26 00:00:00,James Garza,Michael King,Chevrolet,Civic,2021,14577,0.1380138727373765,2011.83
2025-01-02 00:00:00,Debra Malone,Carrie Henderson,Toyota,F-150,2019,47931,0.1330729911875729,6378.32
2025-03-15 00:00:00,Kimberly Collins,Jessica Gonzalez,Toyota,F-150,2019,22121,0.1216116030972351,2690.17
2024-11-30 00:00:00,Mary Weaver,Jonathan Sexton,Toyota,Altima,2014,39949,0.1327689645208387,5303.99
2024-11-08 00:00:00,Julie Horne,Julie Thompson,Honda,Silverado,2014,48987,0.1140438473945694,5586.67
2025-05-07 00:00:00,Veronica Santiago,Sarah Hernandez,Ford,Civic,2014,14147,0.0747870216448815,1058.01
2025-03-26 00:00:00,Jody Brown,Mark Alvarado,Ford,Civic,2013,41615,0.109125392560233,4541.25
2025-02-14 00:00:00,Christopher Middleton,Kerry Cook,Chevrolet,Altima,2017,35552,0.1449868351481116,5154.57
2025-01-03 00:00:00,Jay Ruiz,Gregory Miller,Nissan,Corolla,2016,31419,0.1125221239713333,3535.33
2024-12-18 00:00:00,Cindy Vega,Joel White,Honda,Civic,2022,37996,0.116730522566023,4435.29
2024-12-26 00:00:00,Bryan Patterson,Michele Underwood,Nissan,Corolla,2017,19152,0.1146565763611315,2195.9
2025-04-22 00:00:00,Thomas Daugherty,Kevin Turner,Nissan,Silverado,2011,45990,0.1032716119007594,4749.46
2025-05-20 00:00:00,Mrs. Carly Wood DDS,Timothy Williams,Ford,F-150,2015,43723,0.1163995768176237,5089.34
2024-12-04 00:00:00,Alicia Fletcher DDS,David Anderson,Ford,F-150,2022,37926,0.0705418541877831,2675.37
2024-11-14 00:00:00,James Reyes,Mark Bradford,Ford,Altima,2018,41172,0.1281535292795995,5276.34
2025-02-03 00:00:00,Willie Lloyd,Joseph Jackson,Toyota,Corolla,2015,27578,0.0882751751527579,2434.45
2025-04-21 00:00:00,Stephen Herrera,Jorge Martinez,Ford,Civic,2019,14405,0.0848849775745583,1222.77
2024-12-25 00:00:00,Victoria Watkins,Jordan Cole,Ford,Corolla,2015,15351,0.0572321527372422,878.57
2024-12-27 00:00:00,Lisa Ryan,John Smith,Ford,Silverado,2020,26887,0.1175966516585307,3161.82
2025-07-19 00:00:00,Paige Gonzales,Sandra Johnston,Honda,Civic,2010,15333,0.0777235682754817,1191.74
2024-12-02 00:00:00,Stephen Davis,Sandra Owen,Nissan,Civic,2011,49649,0.1204300270230745,5979.23
2025-03-31 00:00:00,Rebecca Patel,Robert Mooney,Chevrolet,Altima,2012,14325,0.0908138819707505,1300.91
2025-05-12 00:00:00,Shari Richardson,Kimberly Singleton,Chevrolet,Corolla,2019,11354,0.1132295130240139,1285.61
2024-12-23 00:00:00,Timothy Wood,Randy Tucker,Ford,Civic,2012,31339,0.0690501738467522,2163.96
2025-05-14 00:00:00,Ashley Jones,Angela Padilla,Ford,F-150,2012,28682,0.0527827920381451,1513.92
2024-11-10 00:00:00,Lisa Castro,Daniel Bailey,Nissan,Civic,2014,40323,0.0538901473641721,2173.01
2025-02-18 00:00:00,Joseph Reed,Jennifer Taylor,Ford,Civic,2013,42128,0.1255657721523528,5289.83
2025-05-06 00:00:00,Timothy Jones,Gina Harris,Honda,Silverado,2013,39821,0.1089100714179862,4336.91
2025-01-22 00:00:00,Eric Kirk,Joshua Flores,Nissan,Altima,2010,18267,0.1400255245885234,2557.85
2025-05-27 00:00:00,Tabitha White,Lucas Walker,Ford,Silverado,2016,45561,0.1000507054586278,4558.41
2025-04-01 00:00:00,Sarah Taylor,Laura Fox,Chevrolet,Silverado,2020,17426,0.0639563220695349,1114.5
2025-03-23 00:00:00,Peter Boone,Amanda Sims,Ford,Altima,2017,36027,0.1027905082062786,3703.23
2025-03-01 00:00:00,Gina Williams,Amy Roth,Toyota,Civic,2012,32525,0.0758297791426774,2466.36
2025-03-14 00:00:00,Melinda Edwards,Samantha Johnson,Nissan,Civic,2015,38486,0.1292091681042547,4972.74
2025-03-05 00:00:00,Carol Winters,Gary Martin,Chevrolet,Corolla,2018,13805,0.1446403922986689,1996.76
2025-03-17 00:00:00,Ruth Smith,Helen Martinez,Ford,Altima,2012,15585,0.1224641025188852,1908.6
2025-06-22 00:00:00,Anthony Elliott,Leah Wilson,Ford,F-150,2020,41505,0.1451726561781081,6025.39
2025-04-04 00:00:00,Marcia Williamson,Maria Harvey,Nissan,Corolla,2014,11569,0.1118629845534593,1294.14
2025-05-26 00:00:00,Cynthia Sanchez,Michael Dominguez,Ford,Civic,2020,34159,0.0739417877424944,2525.78
2025-05-31 00:00:00,Taylor Merritt,Ms. Stacy Johnson DDS,Honda,Civic,2021,42027,0.0655535622379712,2755.02
2024-11-21 00:00:00,Beth Jones,Christine Nunez,Ford,Silverado,2012,11589,0.0853626412777275,989.27
2025-05-28 00:00:00,Emily Glover,Katherine Graham,Ford,Civic,2017,20077,0.1471620246456839,2954.57
2025-03-13 00:00:00,Kim Turner,Christina Ewing,Chevrolet,Corolla,2014,41807,0.0932252077249539,3897.47
2024-11-22 00:00:00,Steven Melton,Elizabeth Blevins,Nissan,Silverado,2012,22353,0.1203339156306813,2689.82
2025-05-21 00:00:00,Steven Good,Jeff Dennis,Honda,Corolla,2012,19070,0.0631432668466397,1204.14
2024-12-22 00:00:00,Susan Martinez,Steven Peterson,Ford,Silverado,2013,31356,0.0631692291839595,1980.73
2025-04-27 00:00:00,Walter Frost,Richard Robinson,Ford,Civic,2017,14681,0.142422744194336,2090.91
2025-02-08 00:00:00,Kelly West,Laura Andrade,Ford,Altima,2020,43630,0.0992122531616193,4328.63
2025-05-22 00:00:00,Cody White,Jose Lewis,Toyota,Silverado,2010,49537,0.0652886063677114,3234.2
2025-07-29 00:00:00,Joe Hill,Mallory Howard,Ford,F-150,2013,48967,0.1036970425199408,5077.73
2025-02-02 00:00:00,Cynthia Foley,Jeremy Guerra,Toyota,F-150,2017,15835,0.0943756490526792,1494.44
2025-07-28 00:00:00,Marcus Jones,Jill Singh,Ford,F-150,2016,46603,0.115131211320914,5365.46
2025-03-04 00:00:00,Brad Burns,Matthew Fuller,Chevrolet,Silverado,2019,47375,0.097951408521246,4640.45
2025-05-14 00:00:00,David Boyd,Chelsea Thompson,Honda,Civic,2019,30269,0.0579822537497196,1755.06
2025-03-03 00:00:00,Hunter Montes,Erica Lawson,Ford,Altima,2019,32760,0.1277701779658083,4185.75
2025-01-15 00:00:00,Christopher Huynh,Daniel Henderson,Chevrolet,F-150,2020,47210,0.0832781365386016,3931.56
2025-08-05 00:00:00,Tara Price,Cheyenne Barton,Toyota,Civic,2018,28540,0.0612003639522833,1746.66
2025-05-18 00:00:00,Kent Hudson,Angela Elliott,Honda,Corolla,2022,14249,0.0973387218208755,1386.98
2025-08-11 00:00:00,Tiffany Watkins,Robert Shelton,Toyota,Civic,2020,20072,0.079514950719451,1596.02
